customer_id,gender,item_purchased,category,purchase_amount_(usd),location,season,subscription_status,discount_applied,promo_code_used,previous_purchases,CLV,Spending Level,loyal_customer,age_group,lifetime_value,rating_category,purchase_frequency_score
3343,Female,Jacket,Outerwear,81,New Jersey,Spring,0,0,0,45,3645,High,Yes,Elder,3645,Good,4.0
3344,Female,Shorts,Clothing,31,Kentucky,Winter,0,0,0,6,186,Low,No,Young Adult,186,Good,
3345,Female,Hat,Accessories,48,Washington,Fall,0,0,0,20,960,Medium,No,Elder,960,Good,1.0
3346,Female,Handbag,Accessories,91,Florida,Summer,0,0,0,3,273,High,No,Adult,273,Good,
3347,Female,Jeans,Clothing,99,Oklahoma,Summer,0,0,0,30,2970,High,Yes,Adult,2970,Average,
3348,Female,Shoes,Footwear,70,Iowa,Summer,0,0,0,28,1960,Medium,Yes,Young Adult,1960,Good,
3349,Female,T-shirt,Clothing,74,New Hampshire,Winter,0,0,0,15,1110,High,No,Adult,1110,Average,
3350,Female,Jewelry,Accessories,79,Georgia,Fall,0,0,0,29,2291,High,Yes,Adult,2291,Average,
3351,Female,Handbag,Accessories,33,Mississippi,Fall,0,0,0,15,495,Low,No,Mid-Age,495,Good,
3352,Female,Shirt,Clothing,49,New Hampshire,Spring,0,0,0,18,882,Medium,No,Mid-Age,882,Good,3.0
3353,Female,Belt,Accessories,96,Washington,Summer,0,0,0,7,672,High,No,Senior,672,Average,
3354,Female,Dress,Clothing,66,Ohio,Fall,0,0,0,19,1254,Medium,No,Adult,1254,Good,
3355,Female,Skirt,Clothing,45,Maryland,Fall,0,0,0,15,675,Low,No,Mid-Age,675,Average,4.0
3356,Female,Blouse,Clothing,28,Delaware,Spring,0,0,0,3,84,Low,No,Mid-Age,84,Average,
3357,Female,Jeans,Clothing,48,Tennessee,Summer,0,0,0,13,624,Medium,No,Mid-Age,624,Average,
3358,Female,Hoodie,Clothing,67,Arkansas,Winter,0,0,0,37,2479,Medium,Yes,Mid-Age,2479,Average,2.0
3359,Female,T-shirt,Clothing,59,Tennessee,Fall,0,0,0,26,1534,Medium,Yes,Senior,1534,Average,1.0
3360,Female,Sunglasses,Accessories,74,New Hampshire,Fall,0,0,0,29,2146,High,Yes,Mid-Age,2146,Good,2.0
3361,Female,Jacket,Outerwear,81,Minnesota,Spring,0,0,0,47,3807,High,Yes,Young Adult,3807,Average,
3362,Female,Shoes,Footwear,26,Florida,Spring,0,0,0,47,1222,Low,Yes,Senior,1222,Good,
3363,Female,Handbag,Accessories,61,Tennessee,Summer,0,0,0,48,2928,Medium,Yes,Senior,2928,Average,3.0
3364,Female,Sweater,Clothing,23,California,Winter,0,0,0,46,1058,Low,Yes,Senior,1058,Average,
3365,Female,Scarf,Accessories,33,Oregon,Fall,0,0,0,7,231,Low,No,Senior,231,Average,2.0
3366,Female,Skirt,Clothing,58,Tennessee,Fall,0,0,0,45,2610,Medium,Yes,Mid-Age,2610,Good,
3367,Female,Gloves,Accessories,65,North Carolina,Spring,0,0,0,47,3055,Medium,Yes,Mid-Age,3055,Good,
3368,Female,T-shirt,Clothing,48,Tennessee,Summer,0,0,0,6,288,Medium,No,Mid-Age,288,Average,3.0
3369,Female,Sandals,Footwear,25,Nebraska,Spring,0,0,0,29,725,Low,Yes,Adult,725,Good,
3370,Female,Sweater,Clothing,51,Maine,Winter,0,0,0,42,2142,Medium,Yes,Senior,2142,Good,2.0
3371,Female,Belt,Accessories,31,Illinois,Summer,0,0,0,46,1426,Low,Yes,Adult,1426,Average,3.0
3372,Female,Hoodie,Clothing,99,Colorado,Winter,0,0,0,28,2772,High,Yes,Senior,2772,Good,1.0
3373,Female,Socks,Clothing,25,Pennsylvania,Winter,0,0,0,14,350,Low,No,Senior,350,Good,
3374,Female,Sandals,Footwear,52,Minnesota,Spring,0,0,0,12,624,Medium,No,Elder,624,Average,
3375,Female,Blouse,Clothing,47,Nevada,Spring,0,0,0,41,1927,Medium,Yes,Young Adult,1927,Good,1.0
3376,Female,Boots,Footwear,98,Connecticut,Fall,0,0,0,8,784,High,No,Senior,784,Good,1.0
3377,Female,Hat,Accessories,46,Ohio,Winter,0,0,0,24,1104,Medium,No,Young Adult,1104,Good,
3378,Female,Shirt,Clothing,32,Kentucky,Winter,0,0,0,18,576,Low,No,Mid-Age,576,Good,3.0
3379,Female,Shorts,Clothing,75,Minnesota,Fall,0,0,0,6,450,High,No,Senior,450,Good,
3380,Female,Handbag,Accessories,51,Tennessee,Summer,0,0,0,40,2040,Medium,Yes,Elder,2040,Good,4.0
3381,Female,Dress,Clothing,52,North Dakota,Summer,0,0,0,6,312,Medium,No,Mid-Age,312,Good,
3382,Female,Hat,Accessories,66,Minnesota,Winter,0,0,0,27,1782,Medium,Yes,Senior,1782,Good,
3383,Female,Sweater,Clothing,35,Nebraska,Spring,0,0,0,2,70,Low,No,Adult,70,Average,4.0
3384,Female,Coat,Outerwear,43,Delaware,Fall,0,0,0,39,1677,Low,Yes,Adult,1677,Average,
3385,Female,Hoodie,Clothing,24,Minnesota,Summer,0,0,0,9,216,Low,No,Mid-Age,216,Good,
3386,Female,Jewelry,Accessories,83,Rhode Island,Winter,0,0,0,16,1328,High,No,Elder,1328,Average,
3387,Female,T-shirt,Clothing,62,Michigan,Fall,0,0,0,36,2232,Medium,Yes,Adult,2232,Average,
3388,Female,Pants,Clothing,78,New Jersey,Spring,0,0,0,2,156,High,No,Senior,156,Average,
3389,Female,Sweater,Clothing,61,South Dakota,Spring,0,0,0,21,1281,Medium,No,Adult,1281,Good,4.0
3390,Female,Pants,Clothing,57,North Carolina,Fall,0,0,0,39,2223,Medium,Yes,Mid-Age,2223,Good,1.0
3391,Female,Socks,Clothing,70,Oregon,Summer,0,0,0,38,2660,Medium,Yes,Adult,2660,Average,1.0
3392,Female,Hoodie,Clothing,57,Montana,Fall,0,0,0,6,342,Medium,No,Senior,342,Good,
3393,Female,Scarf,Accessories,74,New Jersey,Winter,0,0,0,6,444,High,No,Senior,444,Good,
3394,Female,Dress,Clothing,90,Arizona,Fall,0,0,0,50,4500,High,Yes,Senior,4500,Average,2.0
3395,Female,Sandals,Footwear,98,Vermont,Spring,0,0,0,9,882,High,No,Adult,882,Good,1.0
3396,Female,Dress,Clothing,43,Colorado,Winter,0,0,0,15,645,Low,No,Mid-Age,645,Average,
3397,Female,Pants,Clothing,37,Tennessee,Winter,0,0,0,5,185,Low,No,Adult,185,Good,
3398,Female,Blouse,Clothing,38,New Jersey,Summer,0,0,0,13,494,Low,No,Young Adult,494,Average,
3399,Female,Jeans,Clothing,60,Montana,Winter,0,0,0,44,2640,Medium,Yes,Senior,2640,Good,3.0
3400,Female,Pants,Clothing,55,Montana,Winter,0,0,0,36,1980,Medium,Yes,Mid-Age,1980,Average,1.0
3401,Female,Sunglasses,Accessories,51,Nevada,Fall,0,0,0,18,918,Medium,No,Mid-Age,918,Good,3.0
3402,Female,Backpack,Accessories,71,Nevada,Winter,0,0,0,39,2769,Medium,Yes,Mid-Age,2769,Average,4.0
3403,Female,Hoodie,Clothing,61,Louisiana,Spring,0,0,0,11,671,Medium,No,Young Adult,671,Good,
3404,Female,Boots,Footwear,65,Illinois,Summer,0,0,0,1,65,Medium,No,Adult,65,Good,
3405,Female,Gloves,Accessories,34,South Carolina,Fall,0,0,0,34,1156,Low,Yes,Elder,1156,Good,1.0
3406,Female,Blouse,Clothing,87,Washington,Summer,0,0,0,47,4089,High,Yes,Adult,4089,Good,
3407,Female,Sweater,Clothing,79,Nebraska,Spring,0,0,0,24,1896,High,No,Senior,1896,Good,
3408,Female,Dress,Clothing,46,Alabama,Spring,0,0,0,20,920,Medium,No,Senior,920,Average,
3409,Female,Socks,Clothing,72,Montana,Summer,0,0,0,11,792,Medium,No,Senior,792,Good,1.0
3410,Female,Shirt,Clothing,93,Minnesota,Summer,0,0,0,3,279,High,No,Young Adult,279,Average,
3411,Female,Sandals,Footwear,76,Ohio,Summer,0,0,0,38,2888,High,Yes,Senior,2888,Good,
3412,Female,Shoes,Footwear,56,New York,Winter,0,0,0,45,2520,Medium,Yes,Adult,2520,Good,4.0
3413,Female,Sandals,Footwear,83,Indiana,Fall,0,0,0,31,2573,High,Yes,Elder,2573,Good,
3414,Female,Gloves,Accessories,90,Delaware,Winter,0,0,0,16,1440,High,No,Adult,1440,Poor,
3415,Female,Boots,Footwear,94,Connecticut,Spring,0,0,0,3,282,High,No,Adult,282,Good,
3416,Female,Blouse,Clothing,68,New York,Fall,0,0,0,15,1020,Medium,No,Mid-Age,1020,Average,1.0
3417,Female,Sandals,Footwear,53,Alabama,Spring,0,0,0,11,583,Medium,No,Young Adult,583,Average,
3418,Female,Coat,Outerwear,35,Massachusetts,Summer,0,0,0,22,770,Low,No,Senior,770,Average,3.0
3419,Female,Jacket,Outerwear,30,South Carolina,Summer,0,0,0,35,1050,Low,Yes,Senior,1050,Average,1.0
3420,Female,Jewelry,Accessories,26,West Virginia,Winter,0,0,0,5,130,Low,No,Young Adult,130,Average,
3421,Female,Hat,Accessories,60,Kentucky,Winter,0,0,0,35,2100,Medium,Yes,Young Adult,2100,Average,
3422,Female,Shoes,Footwear,30,New Jersey,Summer,0,0,0,27,810,Low,Yes,Senior,810,Average,4.0
3423,Female,Coat,Outerwear,91,New York,Winter,0,0,0,9,819,High,No,Young Adult,819,Average,2.0
3424,Female,Boots,Footwear,71,Massachusetts,Spring,0,0,0,21,1491,Medium,No,Adult,1491,Good,
3425,Female,Scarf,Accessories,64,Florida,Summer,0,0,0,23,1472,Medium,No,Adult,1472,Good,2.0
3426,Female,Hat,Accessories,54,Michigan,Summer,0,0,0,3,162,Medium,No,Mid-Age,162,Good,
3427,Female,Socks,Clothing,35,Oregon,Fall,0,0,0,31,1085,Low,Yes,Senior,1085,Good,1.0
3428,Female,T-shirt,Clothing,38,Michigan,Winter,0,0,0,44,1672,Low,Yes,Mid-Age,1672,Poor,1.0
3429,Female,Jewelry,Accessories,69,Washington,Fall,0,0,0,20,1380,Medium,No,Adult,1380,Poor,2.0
3430,Female,Skirt,Clothing,96,Alaska,Winter,0,0,0,34,3264,High,Yes,Adult,3264,Good,4.0
3431,Female,Socks,Clothing,73,Montana,Winter,0,0,0,17,1241,Medium,No,Elder,1241,Good,
3432,Female,Belt,Accessories,49,New Mexico,Summer,0,0,0,20,980,Medium,No,Senior,980,Good,1.0
3433,Female,Boots,Footwear,44,Connecticut,Summer,0,0,0,46,2024,Low,Yes,Mid-Age,2024,Good,
3434,Female,Socks,Clothing,93,Alaska,Spring,0,0,0,28,2604,High,Yes,Elder,2604,Good,1.0
3435,Female,Pants,Clothing,72,Ohio,Summer,0,0,0,6,432,Medium,No,Adult,432,Average,3.0
3436,Female,Socks,Clothing,91,Montana,Summer,0,0,0,50,4550,High,Yes,Elder,4550,Average,
3437,Female,Belt,Accessories,83,Nebraska,Winter,0,0,0,41,3403,High,Yes,Senior,3403,Average,2.0
3438,Female,Jacket,Outerwear,62,Oklahoma,Winter,0,0,0,50,3100,Medium,Yes,Young Adult,3100,Average,1.0
3439,Female,Shirt,Clothing,71,Kentucky,Fall,0,0,0,33,2343,Medium,Yes,Adult,2343,Average,2.0
3440,Female,Gloves,Accessories,93,Idaho,Summer,0,0,0,25,2325,High,No,Mid-Age,2325,Good,
3441,Female,Handbag,Accessories,63,Maryland,Fall,0,0,0,2,126,Medium,No,Mid-Age,126,Good,4.0
3442,Female,Sweater,Clothing,96,Tennessee,Fall,0,0,0,15,1440,High,No,Elder,1440,Good,1.0
3443,Female,Skirt,Clothing,78,Michigan,Spring,0,0,0,12,936,High,No,Adult,936,Good,4.0
3444,Female,Dress,Clothing,24,Tennessee,Summer,0,0,0,28,672,Low,Yes,Senior,672,Good,
3445,Female,Pants,Clothing,63,Rhode Island,Summer,0,0,0,12,756,Medium,No,Senior,756,Good,
3446,Female,Hat,Accessories,58,Florida,Fall,0,0,0,3,174,Medium,No,Mid-Age,174,Good,1.0
3447,Female,Boots,Footwear,55,Louisiana,Spring,0,0,0,20,1100,Medium,No,Senior,1100,Good,4.0
3448,Female,Sandals,Footwear,58,Arkansas,Fall,0,0,0,3,174,Medium,No,Elder,174,Good,
3449,Female,Coat,Outerwear,28,Kentucky,Winter,0,0,0,32,896,Low,Yes,Teen,896,Good,3.0
3450,Female,Blouse,Clothing,37,Kansas,Spring,0,0,0,35,1295,Low,Yes,Senior,1295,Good,2.0
3451,Female,Shorts,Clothing,78,Vermont,Spring,0,0,0,31,2418,High,Yes,Young Adult,2418,Good,2.0
3452,Female,Blouse,Clothing,73,Nevada,Fall,0,0,0,13,949,Medium,No,Adult,949,Average,1.0
3453,Female,Jacket,Outerwear,20,Oklahoma,Spring,0,0,0,3,60,Low,No,Adult,60,Good,3.0
3454,Female,Shirt,Clothing,60,Alabama,Winter,0,0,0,48,2880,Medium,Yes,Adult,2880,Good,
3455,Female,Handbag,Accessories,71,Louisiana,Fall,0,0,0,15,1065,Medium,No,Senior,1065,Good,
3456,Female,T-shirt,Clothing,89,Ohio,Fall,0,0,0,13,1157,High,No,Senior,1157,Good,1.0
3457,Female,Hoodie,Clothing,53,Texas,Fall,0,0,0,21,1113,Medium,No,Mid-Age,1113,Good,2.0
3458,Female,Jewelry,Accessories,87,Maryland,Summer,0,0,0,29,2523,High,Yes,Elder,2523,Average,3.0
3459,Female,Jewelry,Accessories,37,West Virginia,Spring,0,0,0,24,888,Low,No,Elder,888,Average,
3460,Female,Hoodie,Clothing,37,Ohio,Fall,0,0,0,21,777,Low,No,Elder,777,Good,1.0
3461,Female,Scarf,Accessories,78,Indiana,Spring,0,0,0,5,390,High,No,Mid-Age,390,Average,
3462,Female,Shoes,Footwear,23,Wyoming,Spring,0,0,0,47,1081,Low,Yes,Senior,1081,Good,
3463,Female,Jeans,Clothing,73,Michigan,Spring,0,0,0,34,2482,Medium,Yes,Mid-Age,2482,Good,
3464,Female,Jewelry,Accessories,27,Maine,Fall,0,0,0,45,1215,Low,Yes,Adult,1215,Average,3.0
3465,Female,Coat,Outerwear,59,Utah,Winter,0,0,0,12,708,Medium,No,Mid-Age,708,Average,1.0
3466,Female,Backpack,Accessories,53,Iowa,Spring,0,0,0,31,1643,Medium,Yes,Young Adult,1643,Average,4.0
3467,Female,Socks,Clothing,42,Maryland,Summer,0,0,0,43,1806,Low,Yes,Senior,1806,Good,1.0
3468,Female,Scarf,Accessories,45,Texas,Fall,0,0,0,5,225,Low,No,Teen,225,Good,1.0
3469,Female,Sunglasses,Accessories,89,Ohio,Winter,0,0,0,36,3204,High,Yes,Mid-Age,3204,Average,
3470,Female,Socks,Clothing,85,North Dakota,Fall,0,0,0,12,1020,High,No,Mid-Age,1020,Average,1.0
3471,Female,Coat,Outerwear,69,West Virginia,Summer,0,0,0,31,2139,Medium,Yes,Young Adult,2139,Good,
3472,Female,Sandals,Footwear,66,North Carolina,Spring,0,0,0,31,2046,Medium,Yes,Mid-Age,2046,Average,
3473,Female,Blouse,Clothing,42,Georgia,Summer,0,0,0,15,630,Low,No,Adult,630,Good,4.0
3474,Female,Dress,Clothing,40,Kansas,Spring,0,0,0,11,440,Low,No,Elder,440,Poor,4.0
3475,Female,Pants,Clothing,82,Maine,Winter,0,0,0,18,1476,High,No,Mid-Age,1476,Good,2.0
3476,Female,Sneakers,Footwear,88,South Carolina,Spring,0,0,0,9,792,High,No,Senior,792,Good,
3477,Female,Boots,Footwear,99,South Carolina,Summer,0,0,0,11,1089,High,No,Elder,1089,Average,4.0
3478,Female,Handbag,Accessories,85,Kentucky,Spring,0,0,0,38,3230,High,Yes,Senior,3230,Good,
3479,Female,Handbag,Accessories,57,Arizona,Fall,0,0,0,42,2394,Medium,Yes,Mid-Age,2394,Good,
3480,Female,Sweater,Clothing,56,New York,Summer,0,0,0,41,2296,Medium,Yes,Senior,2296,Good,2.0
3481,Female,Sandals,Footwear,79,New Hampshire,Winter,0,0,0,45,3555,High,Yes,Young Adult,3555,Average,2.0
3482,Female,Socks,Clothing,67,Ohio,Summer,0,0,0,41,2747,Medium,Yes,Senior,2747,Average,
3483,Female,Gloves,Accessories,61,Hawaii,Winter,0,0,0,35,2135,Medium,Yes,Elder,2135,Good,4.0
3484,Female,Hoodie,Clothing,37,Texas,Winter,0,0,0,21,777,Low,No,Young Adult,777,Good,
3485,Female,Dress,Clothing,75,Illinois,Fall,0,0,0,13,975,High,No,Mid-Age,975,Good,
3486,Female,Shirt,Clothing,21,Massachusetts,Winter,0,0,0,23,483,Low,No,Senior,483,Average,3.0
3487,Female,Shorts,Clothing,89,North Carolina,Winter,0,0,0,6,534,High,No,Senior,534,Good,4.0
3488,Female,Sandals,Footwear,24,West Virginia,Fall,0,0,0,39,936,Low,Yes,Young Adult,936,Average,1.0
3489,Female,Sweater,Clothing,27,Delaware,Spring,0,0,0,7,189,Low,No,Elder,189,Good,
3490,Female,Dress,Clothing,26,Idaho,Summer,0,0,0,32,832,Low,Yes,Senior,832,Good,
3491,Female,Boots,Footwear,82,Oregon,Spring,0,0,0,43,3526,High,Yes,Elder,3526,Good,
3492,Female,Pants,Clothing,28,Maine,Winter,0,0,0,15,420,Low,No,Young Adult,420,Good,2.0
3493,Female,Gloves,Accessories,65,South Dakota,Fall,0,0,0,48,3120,Medium,Yes,Senior,3120,Good,1.0
3494,Female,Pants,Clothing,82,New Mexico,Winter,0,0,0,35,2870,High,Yes,Senior,2870,Good,4.0
3495,Female,Scarf,Accessories,38,Washington,Winter,0,0,0,41,1558,Low,Yes,Elder,1558,Average,
3496,Female,Shorts,Clothing,33,Georgia,Spring,0,0,0,14,462,Low,No,Young Adult,462,Average,4.0
3497,Female,Shoes,Footwear,38,Idaho,Summer,0,0,0,22,836,Low,No,Mid-Age,836,Good,2.0
3498,Female,Handbag,Accessories,48,Colorado,Spring,0,0,0,16,768,Medium,No,Adult,768,Good,
3499,Female,Sandals,Footwear,35,Kentucky,Summer,0,0,0,2,70,Low,No,Senior,70,Good,
3500,Female,Socks,Clothing,29,New Jersey,Fall,0,0,0,13,377,Low,No,Young Adult,377,Average,
3501,Female,Shirt,Clothing,48,Oregon,Fall,0,0,0,38,1824,Medium,Yes,Mid-Age,1824,Good,3.0
3502,Female,Shoes,Footwear,87,Nebraska,Fall,0,0,0,43,3741,High,Yes,Senior,3741,Good,4.0
3503,Female,Backpack,Accessories,62,Massachusetts,Fall,0,0,0,26,1612,Medium,Yes,Adult,1612,Good,
3504,Female,Shirt,Clothing,96,Nebraska,Spring,0,0,0,39,3744,High,Yes,Adult,3744,Good,4.0
3505,Female,Handbag,Accessories,41,Hawaii,Fall,0,0,0,50,2050,Low,Yes,Elder,2050,Good,2.0
3506,Female,Jewelry,Accessories,42,Indiana,Winter,0,0,0,40,1680,Low,Yes,Senior,1680,Good,
3507,Female,Shirt,Clothing,57,Illinois,Winter,0,0,0,12,684,Medium,No,Teen,684,Good,3.0
3508,Female,Handbag,Accessories,65,Colorado,Spring,0,0,0,33,2145,Medium,Yes,Senior,2145,Good,
3509,Female,Pants,Clothing,54,Pennsylvania,Fall,0,0,0,49,2646,Medium,Yes,Senior,2646,Good,4.0
3510,Female,T-shirt,Clothing,22,Ohio,Winter,0,0,0,43,946,Low,Yes,Senior,946,Good,
3511,Female,Sneakers,Footwear,96,Pennsylvania,Fall,0,0,0,14,1344,High,No,Senior,1344,Good,2.0
3512,Female,Jewelry,Accessories,81,Mississippi,Summer,0,0,0,21,1701,High,No,Elder,1701,Good,
3513,Female,Shirt,Clothing,46,Kentucky,Fall,0,0,0,31,1426,Medium,Yes,Mid-Age,1426,Average,
3514,Female,Blouse,Clothing,74,Alaska,Spring,0,0,0,29,2146,High,Yes,Adult,2146,Good,3.0
3515,Female,Sneakers,Footwear,50,Georgia,Winter,0,0,0,32,1600,Medium,Yes,Young Adult,1600,Good,2.0
3516,Female,Dress,Clothing,80,South Dakota,Winter,0,0,0,16,1280,High,No,Young Adult,1280,Good,
3517,Female,Boots,Footwear,56,South Carolina,Summer,0,0,0,38,2128,Medium,Yes,Adult,2128,Good,
3518,Female,Skirt,Clothing,69,Tennessee,Winter,0,0,0,34,2346,Medium,Yes,Adult,2346,Average,
3519,Female,Shirt,Clothing,97,Colorado,Spring,0,0,0,30,2910,High,Yes,Senior,2910,Good,
3520,Female,Shorts,Clothing,66,Wisconsin,Winter,0,0,0,14,924,Medium,No,Adult,924,Good,3.0
3521,Female,Hat,Accessories,70,Georgia,Spring,0,0,0,33,2310,Medium,Yes,Mid-Age,2310,Average,2.0
3522,Female,Shoes,Footwear,50,Maryland,Winter,0,0,0,35,1750,Medium,Yes,Senior,1750,Good,4.0
3523,Female,Pants,Clothing,85,New Jersey,Spring,0,0,0,13,1105,High,No,Adult,1105,Average,
3524,Female,Backpack,Accessories,59,Nevada,Summer,0,0,0,30,1770,Medium,Yes,Senior,1770,Average,3.0
3525,Female,Pants,Clothing,74,Michigan,Summer,0,0,0,30,2220,High,Yes,Elder,2220,Average,2.0
3526,Female,Sunglasses,Accessories,38,Wyoming,Winter,0,0,0,47,1786,Low,Yes,Mid-Age,1786,Average,1.0
3527,Female,Sweater,Clothing,99,Massachusetts,Spring,0,0,0,1,99,High,No,Young Adult,99,Good,
3528,Female,Blouse,Clothing,97,Washington,Spring,0,0,0,1,97,High,No,Young Adult,97,Good,4.0
3529,Female,Scarf,Accessories,67,Maine,Summer,0,0,0,33,2211,Medium,Yes,Mid-Age,2211,Good,1.0
3530,Female,T-shirt,Clothing,20,Montana,Winter,0,0,0,43,860,Low,Yes,Senior,860,Good,4.0
3531,Female,Sunglasses,Accessories,45,Oklahoma,Spring,0,0,0,37,1665,Low,Yes,Elder,1665,Average,4.0
3532,Female,Shoes,Footwear,52,North Dakota,Winter,0,0,0,23,1196,Medium,No,Senior,1196,Good,
3533,Female,Pants,Clothing,68,Connecticut,Fall,0,0,0,12,816,Medium,No,Elder,816,Good,1.0
3534,Female,Sneakers,Footwear,98,Texas,Fall,0,0,0,30,2940,High,Yes,Senior,2940,Good,3.0
3535,Female,Shoes,Footwear,83,Delaware,Fall,0,0,0,7,581,High,No,Elder,581,Average,4.0
3536,Female,Shorts,Clothing,51,Mississippi,Summer,0,0,0,20,1020,Medium,No,Elder,1020,Good,2.0
3537,Female,Handbag,Accessories,21,Minnesota,Spring,0,0,0,10,210,Low,No,Senior,210,Good,2.0
3538,Female,Handbag,Accessories,92,Georgia,Spring,0,0,0,40,3680,High,Yes,Senior,3680,Average,
3539,Female,Shoes,Footwear,63,Iowa,Spring,0,0,0,21,1323,Medium,No,Senior,1323,Good,2.0
3540,Female,Jewelry,Accessories,56,New York,Spring,0,0,0,17,952,Medium,No,Adult,952,Average,
3541,Female,Shorts,Clothing,95,Nevada,Spring,0,0,0,5,475,High,No,Young Adult,475,Good,4.0
3542,Female,Blouse,Clothing,66,Virginia,Winter,0,0,0,22,1452,Medium,No,Senior,1452,Good,1.0
3543,Female,Coat,Outerwear,28,Idaho,Spring,0,0,0,5,140,Low,No,Elder,140,Good,4.0
3544,Female,Hat,Accessories,83,Colorado,Winter,0,0,0,18,1494,High,No,Senior,1494,Good,
3545,Female,Socks,Clothing,55,Wisconsin,Fall,0,0,0,42,2310,Medium,Yes,Elder,2310,Good,
3546,Female,Sandals,Footwear,28,Connecticut,Spring,0,0,0,22,616,Low,No,Senior,616,Good,1.0
3547,Female,Scarf,Accessories,79,Kansas,Summer,0,0,0,37,2923,High,Yes,Senior,2923,Good,
3548,Female,Scarf,Accessories,31,Pennsylvania,Summer,0,0,0,23,713,Low,No,Senior,713,Good,1.0
3549,Female,Blouse,Clothing,37,Utah,Fall,0,0,0,47,1739,Low,Yes,Elder,1739,Average,3.0
3550,Female,T-shirt,Clothing,34,Oregon,Summer,0,0,0,11,374,Low,No,Mid-Age,374,Average,3.0
3551,Female,Shoes,Footwear,74,West Virginia,Winter,0,0,0,32,2368,High,Yes,Elder,2368,Good,4.0
3552,Female,Gloves,Accessories,31,Montana,Spring,0,0,0,20,620,Low,No,Elder,620,Average,4.0
3553,Female,Sunglasses,Accessories,66,Kentucky,Winter,0,0,0,3,198,Medium,No,Young Adult,198,Average,
3554,Female,Shoes,Footwear,99,Minnesota,Spring,0,0,0,32,3168,High,Yes,Elder,3168,Good,4.0
3555,Female,Dress,Clothing,55,Louisiana,Spring,0,0,0,5,275,Medium,No,Mid-Age,275,Good,3.0
3556,Female,Blouse,Clothing,23,Delaware,Spring,0,0,0,45,1035,Low,Yes,Young Adult,1035,Good,
3557,Female,Sweater,Clothing,88,Arizona,Fall,0,0,0,43,3784,High,Yes,Elder,3784,Good,
3558,Female,Jacket,Outerwear,26,Nevada,Summer,0,0,0,1,26,Low,No,Senior,26,Good,
3559,Female,Backpack,Accessories,94,Alaska,Summer,0,0,0,9,846,High,No,Elder,846,Good,
3560,Female,Shorts,Clothing,25,Utah,Fall,0,0,0,13,325,Low,No,Teen,325,Average,
3561,Female,Socks,Clothing,96,Kansas,Fall,0,0,0,5,480,High,No,Teen,480,Average,1.0
3562,Female,Sneakers,Footwear,29,North Carolina,Spring,0,0,0,39,1131,Low,Yes,Elder,1131,Average,3.0
3563,Female,Sneakers,Footwear,36,Maryland,Winter,0,0,0,7,252,Low,No,Senior,252,Average,4.0
3564,Female,Blouse,Clothing,90,Maine,Summer,0,0,0,8,720,High,No,Mid-Age,720,Good,
3565,Female,Gloves,Accessories,38,Illinois,Summer,0,0,0,40,1520,Low,Yes,Senior,1520,Good,1.0
3566,Female,Handbag,Accessories,52,Pennsylvania,Spring,0,0,0,35,1820,Medium,Yes,Senior,1820,Good,2.0
3567,Female,Jeans,Clothing,88,Alaska,Spring,0,0,0,14,1232,High,No,Adult,1232,Average,2.0
3568,Female,Scarf,Accessories,56,New Mexico,Summer,0,0,0,26,1456,Medium,Yes,Adult,1456,Good,2.0
3569,Female,Sandals,Footwear,71,Arkansas,Spring,0,0,0,14,994,Medium,No,Adult,994,Good,
3570,Female,Sandals,Footwear,94,Alaska,Fall,0,0,0,9,846,High,No,Adult,846,Average,3.0
3571,Female,Dress,Clothing,97,Louisiana,Winter,0,0,0,32,3104,High,Yes,Young Adult,3104,Good,1.0
3572,Female,Skirt,Clothing,27,North Dakota,Summer,0,0,0,15,405,Low,No,Elder,405,Average,
3573,Female,Shorts,Clothing,28,Rhode Island,Spring,0,0,0,25,700,Low,No,Young Adult,700,Good,2.0
3574,Female,Jeans,Clothing,67,Connecticut,Fall,0,0,0,27,1809,Medium,Yes,Mid-Age,1809,Good,2.0
3575,Female,Socks,Clothing,70,New York,Fall,0,0,0,39,2730,Medium,Yes,Adult,2730,Good,
3576,Female,Coat,Outerwear,95,Kentucky,Fall,0,0,0,49,4655,High,Yes,Elder,4655,Good,
3577,Female,Boots,Footwear,24,Maine,Spring,0,0,0,12,288,Low,No,Adult,288,Average,
3578,Female,Belt,Accessories,35,Missouri,Winter,0,0,0,13,455,Low,No,Elder,455,Average,4.0
3579,Female,Shoes,Footwear,22,Georgia,Winter,0,0,0,22,484,Low,No,Senior,484,Average,
3580,Female,Scarf,Accessories,66,Arizona,Fall,0,0,0,19,1254,Medium,No,Adult,1254,Good,
3581,Female,Blouse,Clothing,83,New Hampshire,Summer,0,0,0,3,249,High,No,Senior,249,Average,
3582,Female,Dress,Clothing,95,Georgia,Fall,0,0,0,50,4750,High,Yes,Adult,4750,Good,4.0
3583,Female,Shorts,Clothing,41,California,Summer,0,0,0,15,615,Low,No,Young Adult,615,Average,1.0
3584,Female,Blouse,Clothing,77,Arizona,Summer,0,0,0,44,3388,High,Yes,Senior,3388,Average,
3585,Female,Sneakers,Footwear,52,Florida,Fall,0,0,0,48,2496,Medium,Yes,Mid-Age,2496,Good,2.0
3586,Female,Gloves,Accessories,41,New York,Winter,0,0,0,4,164,Low,No,Mid-Age,164,Good,
